0.3399999, 0, 0, 8.921432, 1.072554, 0, 344.5417, -943.6078, -2.443561, 0.02036542, 0.1610281, 24.0611, 2.167163, 1.812166, 14.28709
0.7399996, -0.7122745, -0.3490211, 18.12925, 1.229906, 1.405701103036130044056, 1568.717, -952.681, -2.443561, 0.02036542, 0.1610281, 51.37029, 2.167163, 1.797183, 14.44363
 
0.7499996, -0.6826944, -0.3561439, 18.38308, 1.233171, 1.347318662494451255169, 1614.86, -952.9126, -2.443561, 0.02036542, 0.1610281, 52.12138, 2.167163, 1.796809, 14.44754
 
0.7599996, -0.6513435, -0.3629708, 18.63788, 1.236439, 1.28938674218622770337, 1661.837, -953.1445, -2.443561, 0.02036542, 0.1610281, 52.87514, 2.167163, 1.796434, 14.45145
 
0.7699996, -0.6182228, -0.3694843, 18.89369, 1.239743, 1.231914005962102758603, 1709.653, -953.3766, -2.443561, 0.02036542, 0.1610281, 53.63156, 2.167163, 1.796059, 14.45537
 
0.7799996, -0.5833369, -0.3756665, 19.15045, 1.243051, 1.174906951710058948326, 1758.313, -953.609, -2.443561, 0.02036542, 0.1610281, 54.39058, 2.167163, 1.795685, 14.45928
 
0.7899995, -0.5467013, -0.3814999, 19.4081, 1.246295, 1.118382907131383012427, 1807.823, -953.8415, -2.443561, 0.02036542, 0.1610281, 55.15221, 2.167163, 1.79531, 14.46319
 
0.7999995, -0.508328, -0.3869669, 19.66679, 1.249643, 1.0623540016169767518089304212, 1858.189, -954.0743, -2.443561, 0.02036542, 0.1610281, 55.91642, 2.167163, 1.794936, 14.4671
 
0.8099995, -0.4682446, -0.3920501, 19.92636, 1.252927, 1.0068405952158499198775304212, 1909.415, -954.3074, -2.443561, 0.02036542, 0.1610281, 56.68319, 2.167163, 1.794561, 14.47102
 
0.8199995, -0.426477, -0.3967326, 20.18689, 1.256248, 0.951861531803151846261, 1961.508, -954.5406, -2.443561, 0.02036542, 0.1610281, 57.45248, 2.167163, 1.794187, 14.47493
 
0.8299995, -0.3830636, -0.4009974, 20.44829, 1.259506, 0.8974402037756217957708, 2014.473, -954.7742, -2.443561, 0.02036542, 0.1610281, 58.22431, 2.167163, 1.793812, 14.47885
 
0.8399995, -0.3380393, -0.404828, 20.7107, 1.262867, 0.8435995703374636157772, 2068.313, -955.0079, -2.443561, 0.02036542, 0.1610281, 58.99862, 2.167163, 1.793437, 14.48276
 
0.8499995, -0.2914596, -0.4082084, 20.97396, 1.266165, 0.7903681138976663019897695788, 2123.036, -955.2419, -2.443561, 0.02036542, 0.1610281, 59.77541, 2.167163, 1.793063, 14.48667
 
0.8599995, -0.2433759, -0.411123, 21.23816, 1.269499, 0.7377730172876266765518, 2178.647, -955.4761, -2.443561, 0.02036542, 0.1610281, 60.55465, 2.167163, 1.792688, 14.49059
 
0.8699995, -0.1938466, -0.4135568, 21.5031, 1.27277, 0.6858431961088637377074, 2235.13, -955.7106, -2.443561, 0.02036542, 0.1610281, 61.33607, 2.167163, 1.792314, 14.4945
 
0.8799995, -0.1429728, -0.4154952, 21.76607, 1.274005, 0.6346165547079443949242304212, 2292.326, -955.9451, -2.443561, 0.02036542, 0.1610281, 62.11741, 2.167163, 1.791939, 14.49841
 
0.8899994, -0.09085365, -0.416925, 22.02765, 1.273769, 0.5841471338532523363026695788, 2350.234, -956.1801, -2.443561, 0.02036542, 0.1610281, 62.89865, 2.167163, 1.791565, 14.50233
 
0.8999994, -0.0375391, -0.4178335, 22.28925, 1.273533, 0.5344644989351145596646, 2408.848, -956.4152, -2.443561, 0.02036542, 0.1610281, 63.67975, 2.167163, 1.79119, 14.50624
 
0.9099994, 0.01686991, -0.4182089, 22.55091, 1.273295, 0.4856008144990402440018, 2468.169, -956.6506, -2.443561, 0.02036542, 0.1610281, 64.46071, 2.167163, 1.790816, 14.51015
 
0.9199994, 0.07226881, -0.4180402, 22.81262, 1.27309, 0.4375875953017457304669, 2528.192, -956.8862, -2.443561, 0.02036542, 0.1610281, 65.24148, 2.167163, 1.790441, 14.51407
 
0.9299994, 0.1285369, -0.4173175, 23.0743, 1.272817, 0.3904614461121992570733, 2588.915, -957.122, -2.443561, 0.02036542, 0.1610281, 66.02203, 2.167163, 1.790067, 14.51798
 
0.9399994, 0.1855572, -0.4160321, 23.33605, 1.272611, 0.3442566974385740942427695788, 2650.334, -957.3582, -2.443561, 0.02036542, 0.1610281, 66.80234, 2.167163, 1.789692, 14.52189
 
0.9499994, 0.2431994, -0.4141765, 23.598, 1.272537, 0.2990114702237043186729, 2712.462, -957.5945, -2.443561, 0.02036542, 0.1610281, 67.58257, 2.167163, 1.789317, 14.52581
 
0.9599994, 0.3013314, -0.4117445, 23.86013, 1.272597, 0.2547604198701590782143695788, 2775.297, -957.8311, -2.443561, 0.02036542, 0.1610281, 68.3627, 2.167163, 1.788943, 14.52972
 
0.9699994, 0.3598039, -0.4087312, 24.12229, 1.272623, 0.211543075196503080162, 2838.835, -958.0679, -2.443561, 0.02036542, 0.1610281, 69.1427, 2.167163, 1.788568, 14.53363
 
0.9799994, 0.4184709, -0.4051332, 24.38453, 1.272715, 0.1693976654436969454497, 2903.073, -958.3048, -2.443561, 0.02036542, 0.1610281, 69.92254, 2.167163, 1.788194, 14.53755
 
0.9899994, 0.4771731, -0.4009485, 24.64671, 1.272706, 0.1283627447471047533096, 2968.007, -958.5421, -2.443561, 0.02036542, 0.1610281, 70.70217, 2.167163, 1.787819, 14.54146
 
0.9999993, 0.5357502, -0.3961767, 24.90898, 1.272763, 0.08847901154512373405364, 3033.638, -958.7796, -2.443561, 0.02036542, 0.1610281, 71.48161, 2.167163, 1.787445, 14.54537
 
1.009999, 0.594036, -0.3908192, 25.17125, 1.27282, 0.0497837203955202701428869579, 3099.96, -959.0173, -2.443561, 0.02036542, 0.1610281, 72.26081, 2.167163, 1.78707, 14.54929
 
1.019999, 0.6518565, -0.3848789, 25.43351, 1.272843, 0.01231603190320271861862, 3166.972, -959.2554, -2.443561, 0.02036542, 0.1610281, 73.03976, 2.167163, 1.786695, 14.5532
 
1.029999, 0.7090399, -0.3783603, 25.69581, 1.272932, -0.02388770907838030849848, 3234.669, -959.4935, -2.443561, 0.02036542, 0.1610281, 73.81842, 2.167163, 1.786321, 14.55711
 
1.039999, 0.7653993, -0.3712699, 25.95805, 1.272954, -0.05878872098778631819845, 3303.05, -959.732, -2.443561, 0.02036542, 0.1610281, 74.59678, 2.167163, 1.785946, 14.56103
 
1.049999, 0.8207508, -0.3636159, 26.22025, 1.272974, -0.0923500308423948375434030421, 3372.111, -959.9706, -2.443561, 0.02036542, 0.1610281, 75.37482, 2.167163, 1.785572, 14.56494
 
1.059999, 0.8749118, -0.3554084, 26.48248, 1.273028, -0.124538521073121260028, 3441.849, -960.2096, -2.443561, 0.02036542, 0.1610281, 76.15252, 2.167163, 1.785197, 14.56885
 
1.069999, 0.9276921, -0.3466593, 26.74467, 1.273081, -0.1553206409183494604385, 3512.262, -960.4487, -2.443561, 0.02036542, 0.1610281, 76.92986, 2.167163, 1.784823, 14.57277
 
1.079999, 0.9788991, -0.3373824, 27.00681, 1.273134, -0.1846630453829156604048, 3583.347, -960.688, -2.443561, 0.02036542, 0.1610281, 77.70683, 2.167163, 1.784448, 14.57668
 
1.089999, 1, -0.3275934, 27.26887, 1.273152, -0.21253508609516893875, 3655.099, -960.9276, -2.443561, 0.02036542, 0.1610281, 78.48338, 2.167163, 1.784073, 14.58059
 
1.099999, 1, -0.3175934, 27.53092, 1.273203, -0.2389235506828781563095, 3727.517, -961.1675, -2.443561, 0.02036542, 0.1610281, 79.25951, 2.167163, 1.783699, 14.58451
 
1.109999, 1, -0.3075934, 27.79337, 1.273525, -0.2638431676921381249694304212, 3800.65, -961.4076, -2.443561, 0.02036542, 0.1610281, 80.03577, 2.167163, 1.783324, 14.58842
 
1.119999, 1, -0.2975934, 28.05669, 1.274558, -0.2873176544140818210075, 3874.51, -961.6478, -2.443561, 0.02036542, 0.1610281, 80.81229, 2.167163, 1.78295, 14.59233
 
1.129999, 1, -0.2875934, 28.32011, 1.275524, -0.3093725692081093517211695788, 3949.095, -961.8882, -2.443561, 0.02036542, 0.1610281, 81.58902, 2.167163, 1.782575, 14.59625
 
1.139999, 1, -0.2775934, 28.58379, 1.276593, -0.3300294634026982658088, 4024.406, -962.1292, -2.443561, 0.02036542, 0.1610281, 82.36598, 2.167163, 1.782201, 14.60016
 
1.149999, 1, -0.2675934, 28.84752, 1.27756, -0.3493114045001832868023, 4100.443, -962.3701, -2.443561, 0.02036542, 0.1610281, 83.14316, 2.167163, 1.781826, 14.60407
 
1.159999, 1, -0.2575935, 29.11148, 1.278595, -0.3672414600029034701589, 4177.203, -962.6113, -2.443561, 0.02036542, 0.1610281, 83.92052, 2.167163, 1.781452, 14.60799
 
1.169999, 1, -0.2475934, 29.37555, 1.279598, -0.3838397733636057339797304212, 4254.688, -962.8528, -2.443561, 0.02036542, 0.1610281, 84.6981, 2.167163, 1.781077, 14.6119
 
1.179999, 1, -0.2375934, 29.63977, 1.2806, -0.3991298452771569702939, 4332.896, -963.0945, -2.443561, 0.02036542, 0.1610281, 85.47585, 2.167163, 1.780702, 14.61581
 
1.189999, 1, -0.2275934, 29.90416, 1.281638, -0.4131311694075080104194, 4411.826, -963.3365, -2.443561, 0.02036542, 0.1610281, 86.25378, 2.167163, 1.780328, 14.61973
 
1.199999, 1, -0.2175934, 30.16857, 1.282607, -0.4258643223999368579732304212, 4491.459, -963.5787, -2.443561, 0.02036542, 0.1610281, 87.03172, 2.167163, 1.779953, 14.62364
 
1.209999, 1, -0.2075934, 30.43218, 1.282861, -0.4373520468623791101144, 4571.745, -963.821, -2.443561, 0.02036542, 0.1610281, 87.80914, 2.167163, 1.779579, 14.62755
 
1.219999, 1, -0.1975934, 30.69547, 1.282877, -0.4476151360363821036525, 4652.679, -964.0638, -2.443561, 0.02036542, 0.1610281, 88.58604, 2.167163, 1.779204, 14.63147
 
1.229999, 1, -0.1875934, 30.95869, 1.282925, -0.4566717840082969154699304212, 4734.258, -964.3066, -2.443561, 0.02036542, 0.1610281, 89.36242, 2.167163, 1.77883, 14.63538
 
1.239999, 1, -0.1775934, 31.22179, 1.282939, -0.4645406180570046249836304212, 4816.483, -964.5497, -2.443561, 0.02036542, 0.1610281, 90.13829, 2.167163, 1.778455, 14.63929
 
1.249999, 1, -0.1675934, 31.4848, 1.282952, -0.4712401571632554354489, 4899.354, -964.7931, -2.443561, 0.02036542, 0.1610281, 90.91366, 2.167163, 1.77808, 14.64321
 
1.259999, 1, -0.1575934, 31.74777, 1.282999, -0.4767894617984669267052, 4982.867, -965.0367, -2.443561, 0.02036542, 0.1610281, 91.68851, 2.167163, 1.777706, 14.64712
 
1.269999, 1, -0.1475934, 32.01057, 1.282976, -0.4812053181732606280190304212, 5067.02, -965.2805, -2.443561, 0.02036542, 0.1610281, 92.46285, 2.167163, 1.777331, 14.65103
 
1.279999, 1, -0.1375934, 32.27335, 1.283022, -0.4845050539889200303344, 5151.808, -965.5246, -2.443561, 0.02036542, 0.1610281, 93.23664, 2.167163, 1.776957, 14.65495
 
1.289999, 1, -0.1275934, 32.53598, 1.283032, -0.4867045890710044918860695788, 5237.23, -965.7689, -2.443561, 0.02036542, 0.1610281, 94.0099, 2.167163, 1.776582, 14.65886
 
1.299999, 1, -0.1175934, 32.7984, 1.282973, -0.4878201681394724972817, 5323.266, -966.0134, -2.443561, 0.02036542, 0.1610281, 94.78244, 2.167163, 1.776208, 14.66277
 
1.309999, 1, -0.1075934, 33.06024, 1.282537, -0.4878696603862727480868, 5409.899, -966.2582, -2.443561, 0.02036542, 0.1610281, 95.55416, 2.167163, 1.775833, 14.66669
 
1.319999, 1, -0.09759339, 33.32193, 1.282133, -0.4868697437238948144249, 5497.131, -966.5032, -2.443561, 0.02036542, 0.1610281, 96.32508, 2.167163, 1.775458, 14.6706
 
1.329999, 1, -0.08759339, 33.58342, 1.281728, -0.4848356881890976358223, 5584.955, -966.7484, -2.443561, 0.02036542, 0.1610281, 97.09516, 2.167163, 1.775084, 14.67451
 
1.339999, 1, -0.07759339, 33.84468, 1.281288, -0.4817817891354427726866, 5673.368, -966.9939, -2.443561, 0.02036542, 0.1610281, 97.86442, 2.167163, 1.774709, 14.67843
 
1.349999, 1, -0.0675934, 34.10577, 1.28088, -0.4777252659660828398001695788, 5762.369, -967.2396, -2.443561, 0.02036542, 0.1610281, 98.63285, 2.167163, 1.774335, 14.68234
 
1.359999, 1, -0.0575934, 34.36667, 1.280472, -0.4726790061588530988987, 5851.956, -967.4855, -2.443561, 0.02036542, 0.1610281, 99.40047, 2.167163, 1.77396, 14.68625
 
1.369999, 1, -0.0475934, 34.62733, 1.280028, -0.4666579548561101141916, 5942.125, -967.7315, -2.443561, 0.02036542, 0.1610281, 100.1673, 2.167163, 1.773586, 14.69017
 
1.379999, 1, -0.0375934, 34.88802, 1.27972, -0.4596767323058156554407, 6032.904, -967.9779, -2.443561, 0.02036542, 0.1610281, 100.9335, 2.167163, 1.773211, 14.69408
 
1.389999, 1, -0.0275934, 35.1491, 1.27986, -0.4517472513026054393003304212, 6124.313, -968.2245, -2.443561, 0.02036542, 0.1610281, 101.6993, 2.167163, 1.772837, 14.69799
 
1.399999, 1, -0.0175934, 35.41011, 1.279999, -0.4428843486907029878556, 6216.346, -968.4715, -2.443561, 0.02036542, 0.1610281, 102.4646, 2.167163, 1.772462, 14.70191
 
1.409999, 1, -0.007593403, 35.67113, 1.280207, -0.433100478755411394345, 6309.003, -968.7186, -2.443561, 0.02036542, 0.1610281, 103.2296, 2.167163, 1.772088, 14.70582
 
1.419999, 1, 0.002406597, 35.93198, 1.28031, -0.4224096119558920098219, 6402.28, -968.9659, -2.443561, 0.02036542, 0.1610281, 103.9941, 2.167163, 1.771713, 14.70973
 
1.429999, 1, 0.0124066, 36.19287, 1.280517, -0.4108251772606420576995, 6496.179, -969.2136, -2.443561, 0.02036542, 0.1610281, 104.7582, 2.167163, 1.771338, 14.71365
 
1.439999, 1, 0.0224066, 36.45361, 1.280654, -0.3983608202344259286209304212, 6590.697, -969.4612, -2.443561, 0.02036542, 0.1610281, 105.5219, 2.167163, 1.770964, 14.71756
 
1.449999, 1, 0.0324066, 36.71437, 1.28086, -0.3850287785662752166694304212, 6685.831, -969.7094, -2.443561, 0.02036542, 0.1610281, 106.2852, 2.167163, 1.770589, 14.72147
 
1.459999, 1, 0.0424066, 36.97476, 1.280892, -0.3708442139948169022283304212, 6781.537, -969.9576, -2.443561, 0.02036542, 0.1610281, 107.0476, 2.167163, 1.770215, 14.72539
 
1.469999, 1, 0.05240659, 37.23417, 1.280231, -0.3558176314389539053920695788, 6877.771, -970.2061, -2.443561, 0.02036542, 0.1610281, 107.809, 2.167163, 1.76984, 14.7293
 
1.479999, 1, 0.06240659, 37.49318, 1.279465, -0.3399639760410514542207, 6974.531, -970.4549, -2.443561, 0.02036542, 0.1610281, 108.5693, 2.167163, 1.769466, 14.73321
 
1.489999, 1, 0.07240659, 37.7519, 1.278697, -0.3232986261359971984395, 7071.81, -970.7039, -2.443561, 0.02036542, 0.1610281, 109.3285, 2.167163, 1.769091, 14.73713
 
1.499999, 0.9945228, 0.08240659, 38.01028, 1.277893, -0.3058305704688358003280304212, 7169.605, -970.9531, -2.443561, 0.02036542, 0.1610281, 110.0865, 2.167163, 1.768716, 14.74104
 
1.509999, 0.9116043, 0.09235182, 38.26843, 1.277157, -0.2875724799211310224667304212, 7267.912, -971.2026, -2.443561, 0.02036542, 0.1610281, 110.8434, 2.167163, 1.768342, 14.74495
 
1.519999, 0.8255772, 0.1014679, 38.52599, 1.27628, -0.2685861927268488348495695788, 7366.672, -971.4523, -2.443561, 0.02036542, 0.1610281, 111.5988, 2.167163, 1.767967, 14.74887
 
1.529999, 0.7368317, 0.1097236, 38.78091, 1.273699, -0.2489739423235864177224, 7465.683, -971.7021, -2.443561, 0.02036542, 0.1610281, 112.3512, 2.167163, 1.767593, 14.75278
 
1.539999, 0.645813, 0.117092, 39.03391, 1.270141, -0.2288441351425146055842, 7564.936, -971.9523, -2.443561, 0.02036542, 0.1610281, 113.1005, 2.167163, 1.767218, 14.75669
 
1.549999, 0.5529581, 0.1235501, 39.28606, 1.266682, -0.2083011705838870892415, 7664.419, -972.2027, -2.443561, 0.02036542, 0.1610281, 113.8468, 2.167163, 1.766844, 14.76061
 
1.559999, 0.4587282, 0.1290797, 39.53721, 1.263184, -0.1874497729423556028924, 7764.119, -972.4533, -2.443561, 0.02036542, 0.1610281, 114.59, 2.167163, 1.766469, 14.76452
 
1.569999, 0.3636017, 0.1336669, 39.78739, 1.259681, -0.1663960743883014283509, 7864.029, -972.7042, -2.443561, 0.02036542, 0.1610281, 115.33, 2.167163, 1.766094, 14.76843
 
1.579999, 0.2680482, 0.137303, 40.03656, 1.256139, -0.1452413336761189518375, 7964.136, -972.9553, -2.443561, 0.02036542, 0.1610281, 116.067, 2.167163, 1.76572, 14.77235
 
1.589999, 0.1725764, 0.1399834, 40.28475, 1.252591, -0.1240929825537859606578, 8064.433, -973.2065, -2.443561, 0.02036542, 0.1610281, 116.8009, 2.167163, 1.765345, 14.77626
 
1.599999, 0.07767265, 0.1417092, 40.53208, 1.249144, -0.1030512292838062241284569579, 8164.915, -973.4582, -2.443561, 0.02036542, 0.1610281, 117.5316, 2.167163, 1.764971, 14.78018
 
1.609999, -0.01616523, 0.1424859, 40.7784, 1.245656, -0.08221616300073759842193, 8265.571, -973.7099, -2.443561, 0.02036542, 0.1610281, 118.2593, 2.167163, 1.764596, 14.78409
 
1.619999, -0.1084272, 0.1423243, 41.02384, 1.242269, -0.0616890099695341239288969579, 8366.39, -973.9619, -2.443561, 0.02036542, 0.1610281, 118.9838, 2.167163, 1.764222, 14.788
 
1.629999, -0.1986271, 0.14124, 41.26823, 1.238807, -0.04156317732994506605064, 8467.367, -974.2142, -2.443561, 0.02036542, 0.1610281, 119.7053, 2.167163, 1.763847, 14.79191
 
1.639999, -0.2862868, 0.1392538, 41.51163, 1.23534, -0.0219293972578328999294330421, 8568.486, -974.4667, -2.443561, 0.02036542, 0.1610281, 120.4235, 2.167163, 1.763473, 14.79583
 
1.649999, -0.3709156, 0.1363909, 41.75407, 1.231904, -0.0028793300440602825426143042, 8669.74, -974.7194, -2.443561, 0.02036542, 0.1610281, 121.1386, 2.167163, 1.763098, 14.79974
 
1.659999, -0.45207, 0.1326817, 41.99552, 1.228463, 0.01550649490262370049662, 8771.119, -974.9723, -2.443561, 0.02036542, 0.1610281, 121.8506, 2.167163, 1.762723, 14.80365
 
1.669999, -0.5293022, 0.128161, 42.23591, 1.224983, 0.0331477842634003636197, 8872.608, -975.2255, -2.443561, 0.02036542, 0.1610281, 122.5594, 2.167163, 1.762349, 14.80757
 
1.679999, -0.602188, 0.122868, 42.47532, 1.221497, 0.0499697007793935102032769579, 8974.207, -975.479, -2.443561, 0.02036542, 0.1610281, 123.265, 2.167163, 1.761974, 14.81148
 
1.689999, -0.6703281, 0.1168461, 42.71373, 1.218042, 0.06590323688022902353779, 9075.902, -975.7325, -2.443561, 0.02036542, 0.1610281, 123.9674, 2.167163, 1.7616, 14.8154
 
1.699999, -0.733371, 0.1101428, 42.95115, 1.214582, 0.08088922929582566622375, 9177.687, -975.9865, -2.443561, 0.02036542, 0.1610281, 124.6666, 2.167163, 1.761225, 14.81931
 
1.709999, -0.7909549, 0.1028091, 43.1876, 1.211153, 0.0948669119437335023164269579, 9279.553, -976.2407, -2.443561, 0.02036542, 0.1610281, 125.3626, 2.167163, 1.760851, 14.82322
 
